total_counts	n_genes_by_counts	cellrank_total_counts	cellrank_n_genes_by_counts	cell_index
1881.0	719	1848	1896	1896
1889.0	719	1839	1897	1897
2041.0	719	1603	1898	1898
1872.0	718	1859	1899	1899
2089.0	718	1525	1900	1900
2241.0	718	1282	1901	1901
2072.0	718	1545	1902	1902
2100.0	718	1504	1903	1903
1979.0	717	1699	1904	1904
2187.0	717	1360	1905	1905
1740.0	717	2030	1906	1906
2011.0	717	1649	1907	1907
1660.0	717	2110	1908	1908
2296.0	716	1193	1909	1909
1723.0	716	2052	1910	1910
2154.0	716	1423	1911	1911
2576.0	716	841	1912	1912
1779.0	715	1979	1913	1913
2183.0	715	1367	1914	1914
1841.0	715	1904	1915	1915
2067.0	715	1557	1916	1916
1861.0	714	1879	1917	1917
1856.0	714	1889	1918	1918
1493.0	714	2267	1919	1919
1744.0	714	2025	1920	1920
1462.0	714	2287	1921	1921
1808.0	714	1944	1922	1922
1913.0	714	1805	1923	1923
1759.0	714	2008	1924	1924
1842.0	714	1903	1925	1925
2075.0	713	1541	1926	1926
1401.0	713	2319	1927	1927
2146.0	713	1434	1928	1928
1901.0	712	1820	1929	1929
1998.0	712	1666	1930	1930
1647.0	712	2129	1931	1931
1856.0	712	1887	1932	1932
1889.0	712	1838	1933	1933
2011.0	712	1646	1934	1934
1624.0	712	2150	1935	1935
1850.0	711	1895	1936	1936
1584.0	710	2189	1937	1937
1570.0	710	2199	1938	1938
1852.0	710	1893	1939	1939
1874.0	710	1855	1940	1940
1774.0	710	1985	1941	1941
2102.0	709	1501	1942	1942
1595.0	709	2174	1943	1943
1833.0	709	1916	1944	1944
2252.0	708	1262	1945	1945
1888.0	708	1841	1946	1946
1747.0	708	2021	1947	1947
1803.0	707	1955	1948	1948
1909.0	707	1814	1949	1949
1794.0	706	1964	1950	1950
1687.0	706	2085	1951	1951
1953.0	705	1743	1952	1952
1319.0	705	2363	1953	1953
1701.0	705	2069	1954	1954
1923.0	705	1790	1955	1955
1869.0	705	1867	1956	1956
1812.0	705	1940	1957	1957
1897.0	705	1826	1958	1958
2157.0	704	1413	1959	1959
1723.0	703	2053	1960	1960
1975.0	703	1708	1961	1961
1806.0	703	1945	1962	1962
1717.0	703	2060	1963	1963
1523.0	703	2239	1964	1964
1581.0	702	2192	1965	1965
1739.0	702	2033	1966	1966
2042.0	702	1601	1967	1967
2037.0	701	1608	1968	1968
1686.0	701	2087	1969	1969
1587.0	701	2184	1970	1970
2095.0	701	1508	1971	1971
2122.0	701	1471	1972	1972
2011.0	700	1647	1973	1973
2117.0	700	1480	1974	1974
2042.0	700	1600	1975	1975
1684.0	699	2091	1976	1976
1639.0	699	2134	1977	1977
1999.0	699	1664	1978	1978
1870.0	699	1863	1979	1979
2174.0	699	1383	1980	1980
2103.0	698	1500	1981	1981
1584.0	698	2188	1982	1982
1910.0	698	1812	1983	1983
1632.0	698	2145	1984	1984
1928.0	697	1785	1985	1985
1799.0	697	1962	1986	1986
2297.0	696	1190	1987	1987
1546.0	696	2216	1988	1988
1526.0	696	2235	1989	1989
1870.0	696	1862	1990	1990
1914.0	696	1804	1991	1991
2246.0	695	1269	1992	1992
1374.0	695	2337	1993	1993
1634.0	695	2141	1994	1994
1654.0	695	2121	1995	1995
1991.0	694	1677	1996	1996
2019.0	694	1635	1997	1997
1394.0	693	2326	1998	1998
2072.0	693	1546	1999	1999
2214.0	693	1318	2000	2000
2094.0	692	1511	2001	2001
1780.0	691	1977	2002	2002
1711.0	691	2063	2003	2003
1953.0	691	1744	2004	2004
2228.0	691	1296	2005	2005
1687.0	690	2084	2006	2006
1442.0	690	2300	2007	2007
1827.0	690	1926	2008	2008
1804.0	690	1952	2009	2009
1621.0	690	2154	2010	2010
1986.0	690	1685	2011	2011
1766.0	690	1996	2012	2012
1758.0	689	2010	2013	2013
1764.0	689	1999	2014	2014
1885.0	689	1844	2015	2015
1604.0	689	2168	2016	2016
1979.0	689	1700	2017	2017
2305.0	689	1177	2018	2018
2104.0	688	1499	2019	2019
2130.0	687	1460	2020	2020
1735.0	687	2037	2021	2021
1768.0	687	1994	2022	2022
1925.0	686	1788	2023	2023
1789.0	686	1973	2024	2024
1591.0	685	2179	2025	2025
1884.0	685	1846	2026	2026
1831.0	683	1921	2027	2027
1418.0	683	2313	2028	2028
1966.0	683	1728	2029	2029
1919.0	681	1794	2030	2030
1927.0	681	1786	2031	2031
1541.0	681	2221	2032	2032
2171.0	681	1389	2033	2033
1644.0	681	2132	2034	2034
2141.0	680	1441	2035	2035
2170.0	680	1392	2036	2036
1490.0	680	2270	2037	2037
1523.0	680	2237	2038	2038
1864.0	680	1873	2039	2039
1864.0	679	1872	2040	2040
1887.0	679	1842	2041	2041
2114.0	679	1483	2042	2042
1893.0	679	1835	2043	2043
1838.0	679	1912	2044	2044
2053.0	679	1577	2045	2045
1371.0	678	2341	2046	2046
1973.0	677	1715	2047	2047
1730.0	676	2044	2048	2048
1972.0	676	1720	2049	2049
2038.0	676	1607	2050	2050
1961.0	676	1734	2051	2051
1663.0	675	2106	2052	2052
1895.0	675	1832	2053	2053
1521.0	674	2242	2054	2054
2166.0	674	1399	2055	2055
1864.0	674	1871	2056	2056
2053.0	674	1576	2057	2057
1948.0	674	1750	2058	2058
2157.0	674	1415	2059	2059
1464.0	673	2286	2060	2060
2075.0	672	1538	2061	2061
1496.0	672	2264	2062	2062
1516.0	671	2245	2063	2063
1719.0	671	2059	2064	2064
1901.0	670	1821	2065	2065
1713.0	670	2062	2066	2066
1449.0	670	2296	2067	2067
1366.0	670	2344	2068	2068
1697.0	670	2072	2069	2069
1702.0	669	2068	2070	2070
1762.0	669	2002	2071	2071
1721.0	669	2056	2072	2072
1937.0	669	1771	2073	2073
1384.0	669	2332	2074	2074
1804.0	669	1950	2075	2075
1456.0	668	2292	2076	2076
1371.0	668	2340	2077	2077
1491.0	667	2269	2078	2078
1745.0	667	2024	2079	2079
1586.0	667	2185	2080	2080
1709.0	667	2064	2081	2081
1618.0	666	2157	2082	2082
2090.0	666	1524	2083	2083
1973.0	666	1714	2084	2084
1875.0	666	1854	2085	2085
1901.0	665	1822	2086	2086
1590.0	663	2181	2087	2087
1607.0	663	2166	2088	2088
1806.0	663	1948	2089	2089
1862.0	663	1876	2090	2090
1432.0	663	2306	2091	2091
1856.0	663	1886	2092	2092
2250.0	662	1266	2093	2093
1544.0	662	2219	2094	2094
1680.0	662	2096	2095	2095
1839.0	661	1910	2096	2096
1573.0	661	2196	2097	2097
1622.0	660	2153	2098	2098
2014.0	660	1641	2099	2099
1437.0	660	2304	2100	2100
2123.0	660	1470	2101	2101
2020.0	660	1631	2102	2102
1990.0	660	1680	2103	2103
1544.0	660	2218	2104	2104
1740.0	659	2032	2105	2105
1858.0	659	1883	2106	2106
1843.0	659	1901	2107	2107
1465.0	659	2285	2108	2108
1803.0	659	1954	2109	2109
1645.0	659	2130	2110	2110
1895.0	658	1830	2111	2111
1972.0	657	1719	2112	2112
1535.0	657	2225	2113	2113
1368.0	657	2342	2114	2114
1694.0	657	2077	2115	2115
1604.0	656	2169	2116	2116
1988.0	656	1684	2117	2117
1972.0	656	1718	2118	2118
1547.0	656	2214	2119	2119
1978.0	656	1702	2120	2120
1740.0	656	2028	2121	2121
1745.0	656	2023	2122	2122
1592.0	655	2177	2123	2123
1638.0	655	2135	2124	2124
1256.0	654	2393	2125	2125
1343.0	654	2355	2126	2126
1246.0	654	2396	2127	2127
1603.0	653	2171	2128	2128
1770.0	653	1990	2129	2129
1670.0	653	2102	2130	2130
1721.0	653	2057	2131	2131
1792.0	652	1967	2132	2132
1373.0	652	2338	2133	2133
1939.0	652	1769	2134	2134
2001.0	651	1662	2135	2135
1655.0	651	2118	2136	2136
1551.0	651	2207	2137	2137
1477.0	650	2278	2138	2138
1714.0	650	2061	2139	2139
1429.0	650	2307	2140	2140
1946.0	649	1753	2141	2141
1662.0	649	2108	2142	2142
2046.0	648	1596	2143	2143
1530.0	648	2229	2144	2144
1647.0	648	2127	2145	2145
1975.0	647	1706	2146	2146
1617.0	647	2161	2147	2147
1832.0	647	1917	2148	2148
2063.0	647	1564	2149	2149
1942.0	647	1761	2150	2150
1323.0	646	2358	2151	2151
1655.0	646	2119	2152	2152
2242.0	646	1281	2153	2153
1652.0	646	2123	2154	2154
1985.0	646	1687	2155	2155
1881.0	645	1849	2156	2156
1442.0	645	2302	2157	2157
1617.0	645	2160	2158	2158
1886.0	644	1843	2159	2159
1375.0	643	2336	2160	2160
1730.0	643	2043	2161	2161
1529.0	643	2233	2162	2162
1478.0	643	2276	2163	2163
1690.0	643	2078	2164	2164
1860.0	643	1881	2165	2165
2117.0	643	1479	2166	2166
1741.0	642	2027	2167	2167
2258.0	642	1249	2168	2168
1733.0	642	2040	2169	2169
1655.0	642	2117	2170	2170
1740.0	642	2031	2171	2171
1498.0	642	2262	2172	2172
1680.0	641	2097	2173	2173
1753.0	641	2016	2174	2174
1512.0	641	2249	2175	2175
1572.0	640	2197	2176	2176
1541.0	640	2222	2177	2177
1580.0	640	2193	2178	2178
1632.0	640	2146	2179	2179
1773.0	640	1986	2180	2180
1554.0	639	2204	2181	2181
1654.0	639	2120	2182	2182
1690.0	638	2081	2183	2183
1732.0	638	2042	2184	2184
1748.0	638	2020	2185	2185
1548.0	638	2212	2186	2186
1396.0	637	2322	2187	2187
1659.0	637	2111	2188	2188
1545.0	637	2217	2189	2189
1594.0	637	2175	2190	2190
1025.0	637	2502	2191	2191
1457.0	637	2290	2192	2192
1590.0	636	2180	2193	2193
1321.0	636	2360	2194	2194
1542.0	635	2220	2195	2195
1497.0	634	2263	2196	2196
1776.0	634	1982	2197	2197
2055.0	633	1575	2198	2198
1502.0	632	2258	2199	2199
1606.0	632	2167	2200	2200
1762.0	631	2004	2201	2201
1535.0	630	2226	2202	2202
1529.0	630	2232	2203	2203
1551.0	629	2209	2204	2204
1468.0	628	2282	2205	2205
1205.0	628	2415	2206	2206
1822.0	628	1933	2207	2207
1686.0	628	2086	2208	2208
1748.0	627	2019	2209	2209
1529.0	627	2230	2210	2210
1857.0	627	1884	2211	2211
2093.0	627	1516	2212	2212
1525.0	626	2236	2213	2213
1417.0	626	2316	2214	2214
1553.0	625	2206	2215	2215
1824.0	625	1932	2216	2216
1690.0	625	2080	2217	2217
2017.0	624	1639	2218	2218
1762.0	624	2003	2219	2219
1729.0	624	2046	2220	2220
1455.0	624	2294	2221	2221
1863.0	624	1875	2222	2222
1514.0	623	2246	2223	2223
2049.0	623	1586	2224	2224
2060.0	623	1568	2225	2225
1560.0	623	2202	2226	2226
1432.0	623	2305	2227	2227
1968.0	623	1725	2228	2228
1684.0	622	2094	2229	2229
1662.0	622	2109	2230	2230
1531.0	621	2227	2231	2231
1592.0	620	2178	2232	2232
1632.0	620	2144	2233	2233
1246.0	620	2397	2234	2234
1665.0	620	2105	2235	2235
1479.0	619	2275	2236	2236
1670.0	619	2101	2237	2237
1468.0	618	2283	2238	2238
1562.0	618	2201	2239	2239
1618.0	618	2158	2240	2240
1594.0	618	2176	2241	2241
1727.0	618	2049	2242	2242
1575.0	618	2195	2243	2243
1346.0	617	2351	2244	2244
1738.0	617	2034	2245	2245
1842.0	616	1902	2246	2246
1940.0	616	1765	2247	2247
1600.0	616	2172	2248	2248
1477.0	616	2277	2249	2249
1776.0	616	1983	2250	2250
2009.0	616	1654	2251	2251
1486.0	615	2272	2252	2252
1754.0	615	2013	2253	2253
1855.0	615	1890	2254	2254
1400.0	614	2320	2255	2255
1267.0	613	2388	2256	2256
1771.0	612	1989	2257	2257
2093.0	611	1514	2258	2258
1598.0	609	2173	2259	2259
1500.0	609	2261	2260	2260
1616.0	608	2162	2261	2261
1384.0	608	2331	2262	2262
1447.0	607	2298	2263	2263
1504.0	607	2257	2264	2264
1985.0	606	1686	2265	2265
1755.0	606	2012	2266	2266
1925.0	606	1787	2267	2267
1395.0	606	2324	2268	2268
1510.0	606	2250	2269	2269
1345.0	605	2352	2270	2270
1658.0	605	2112	2271	2271
1291.0	604	2376	2272	2272
1621.0	604	2155	2273	2273
1547.0	604	2213	2274	2274
1929.0	604	1783	2275	2275
1367.0	604	2343	2276	2276
1523.0	604	2238	2277	2277
1207.0	603	2414	2278	2278
1421.0	603	2312	2279	2279
1395.0	603	2325	2280	2280
1553.0	603	2205	2281	2281
1572.0	603	2198	2282	2282
1278.0	603	2384	2283	2283
1382.0	602	2333	2284	2284
1314.0	602	2365	2285	2285
1509.0	601	2251	2286	2286
1788.0	601	1974	2287	2287
1604.0	601	2170	2288	2288
1656.0	600	2114	2289	2289
1380.0	600	2334	2290	2290
1494.0	600	2265	2291	2291
1624.0	599	2151	2292	2292
1658.0	599	2113	2293	2293
1227.0	598	2404	2294	2294
1900.0	598	1823	2295	2295
1662.0	598	2107	2296	2296
1690.0	597	2079	2297	2297
1487.0	596	2271	2298	2298
1546.0	595	2215	2299	2299
1519.0	595	2243	2300	2300
1682.0	595	2095	2301	2301
1656.0	595	2115	2302	2302
1770.0	595	1992	2303	2303
1512.0	594	2248	2304	2304
1930.0	594	1780	2305	2305
1379.0	593	2335	2306	2306
1314.0	593	2367	2307	2307
1514.0	593	2247	2308	2308
1353.0	592	2346	2309	2309
1492.0	592	2268	2310	2310
1638.0	591	2136	2311	2311
1648.0	590	2126	2312	2312
1454.0	590	2295	2313	2313
1123.0	588	2456	2314	2314
1741.0	588	2026	2315	2315
1157.0	588	2436	2316	2316
1217.0	588	2410	2317	2317
1566.0	587	2200	2318	2318
1417.0	587	2315	2319	2319
1505.0	586	2256	2320	2320
1740.0	585	2029	2321	2321
1424.0	585	2311	2322	2322
1408.0	584	2318	2323	2323
1443.0	584	2299	2324	2324
1522.0	584	2240	2325	2325
1506.0	583	2255	2326	2326
1583.0	582	2190	2327	2327
1508.0	581	2252	2328	2328
1746.0	581	2022	2329	2329
1354.0	581	2345	2330	2330
1305.0	581	2370	2331	2331
1473.0	581	2280	2332	2332
1753.0	580	2014	2333	2333
1321.0	578	2361	2334	2334
1480.0	578	2274	2335	2335
1622.0	577	2152	2336	2336
1669.0	576	2103	2337	2337
1447.0	576	2297	2338	2338
1261.0	574	2390	2339	2339
1635.0	574	2140	2340	2340
1193.0	574	2423	2341	2341
1483.0	573	2273	2342	2342
1636.0	573	2137	2343	2343
1585.0	572	2187	2344	2344
1289.0	571	2378	2345	2345
1183.0	570	2427	2346	2346
1536.0	570	2224	2347	2347
1247.0	570	2395	2348	2348
1428.0	569	2308	2349	2349
1385.0	569	2330	2350	2350
1339.0	569	2356	2351	2351
1832.0	568	1918	2352	2352
1345.0	567	2353	2353	2353
1530.0	566	2228	2354	2354
1647.0	565	2128	2355	2355
1189.0	565	2426	2356	2356
1399.0	565	2321	2357	2357
1125.0	563	2454	2358	2358
1281.0	563	2382	2359	2359
1292.0	563	2374	2360	2360
1633.0	563	2142	2361	2361
1352.0	562	2347	2362	2362
1507.0	561	2253	2363	2363
1346.0	561	2350	2364	2364
1102.0	560	2466	2365	2365
1299.0	559	2372	2366	2366
1459.0	559	2289	2367	2367
1346.0	558	2349	2368	2368
1148.0	558	2443	2369	2369
1308.0	558	2368	2370	2370
1386.0	558	2329	2371	2371
1260.0	557	2391	2372	2372
1299.0	557	2373	2373	2373
1219.0	554	2409	2374	2374
1171.0	554	2432	2375	2375
1286.0	554	2380	2376	2376
1136.0	554	2452	2377	2377
1289.0	554	2377	2378	2378
1286.0	553	2381	2379	2379
1349.0	552	2348	2380	2380
1389.0	552	2327	2381	2381
1551.0	550	2208	2382	2382
1395.0	550	2323	2383	2383
1199.0	550	2420	2384	2384
1103.0	550	2464	2385	2385
1197.0	549	2421	2386	2386
1264.0	548	2389	2387	2387
1234.0	547	2403	2388	2388
1292.0	546	2375	2389	2389
1424.0	546	2310	2390	2390
1442.0	545	2301	2391	2391
1387.0	545	2328	2392	2392
1317.0	545	2364	2393	2393
1200.0	544	2419	2394	2394
1221.0	543	2408	2395	2395
1257.0	543	2392	2396	2396
1322.0	542	2359	2397	2397
2027.0	542	1620	2398	2398
1323.0	541	2357	2399	2399
1086.0	540	2473	2400	2400
1588.0	540	2182	2401	2401
1190.0	540	2425	2402	2402
1373.0	539	2339	2403	2403
1319.0	539	2362	2404	2404
1213.0	539	2413	2405	2405
1314.0	539	2366	2406	2406
1153.0	536	2439	2407	2407
1054.0	533	2488	2408	2408
1275.0	532	2385	2409	2409
1221.0	532	2407	2410	2410
1288.0	532	2379	2411	2411
1142.0	531	2447	2412	2412
1243.0	530	2399	2413	2413
1161.0	530	2435	2414	2414
1275.0	530	2386	2415	2415
1163.0	529	2434	2416	2416
1177.0	529	2428	2417	2417
1215.0	529	2412	2418	2418
1197.0	528	2422	2419	2419
1080.0	526	2475	2420	2420
1455.0	524	2293	2421	2421
1457.0	524	2291	2422	2422
1110.0	524	2459	2423	2423
1099.0	524	2469	2424	2424
1636.0	523	2138	2425	2425
1472.0	522	2281	2426	2426
1138.0	522	2448	2427	2427
1103.0	522	2465	2428	2428
980.0	521	2519	2429	2429
1507.0	521	2254	2430	2430
1279.0	519	2383	2431	2431
1137.0	519	2450	2432	2432
1143.0	515	2446	2433	2433
1173.0	515	2431	2434	2434
1124.0	515	2455	2435	2435
1082.0	515	2474	2436	2436
1106.0	515	2463	2437	2437
1171.0	514	2433	2438	2438
1217.0	513	2411	2439	2439
1137.0	511	2451	2440	2440
1238.0	510	2400	2441	2441
1412.0	508	2317	2442	2442
1302.0	507	2371	2443	2443
1146.0	506	2445	2444	2444
1176.0	505	2429	2445	2445
1111.0	505	2458	2446	2446
1236.0	503	2402	2447	2447
1110.0	503	2460	2448	2448
1307.0	503	2369	2449	2449
1095.0	502	2470	2450	2450
1093.0	500	2471	2451	2451
1015.0	498	2505	2452	2452
1224.0	498	2405	2453	2453
1035.0	496	2498	2454	2454
1046.0	496	2494	2455	2455
909.0	494	2546	2456	2456
1155.0	493	2437	2457	2457
1343.0	493	2354	2458	2458
925.0	492	2541	2459	2459
988.0	491	2514	2460	2460
1078.0	491	2476	2461	2461
1011.0	491	2508	2462	2462
1190.0	490	2424	2463	2463
1202.0	490	2417	2464	2464
1019.0	490	2504	2465	2465
1070.0	490	2480	2466	2466
1042.0	490	2496	2467	2467
980.0	490	2518	2468	2468
986.0	489	2515	2469	2469
1107.0	488	2461	2470	2470
1008.0	488	2511	2471	2471
951.0	488	2532	2472	2472
1151.0	488	2441	2473	2473
1244.0	487	2398	2474	2474
1075.0	486	2478	2475	2475
1138.0	486	2449	2476	2476
792.0	485	2581	2477	2477
1054.0	482	2489	2478	2478
1047.0	480	2493	2479	2479
973.0	480	2522	2480	2480
1223.0	480	2406	2481	2481
1090.0	479	2472	2482	2482
1426.0	478	2309	2483	2483
908.0	477	2547	2484	2484
1129.0	476	2453	2485	2485
1051.0	475	2491	2486	2486
1076.0	474	2477	2487	2487
1253.0	473	2394	2488	2488
1074.0	472	2479	2489	2489
1051.0	472	2490	2490	2490
1147.0	471	2444	2491	2491
1236.0	470	2401	2492	2492
1200.0	470	2418	2493	2493
1107.0	470	2462	2494	2494
1068.0	470	2481	2495	2495
985.0	469	2516	2496	2496
1056.0	468	2487	2497	2497
954.0	466	2530	2498	2498
1061.0	466	2485	2499	2499
1031.0	464	2500	2500	2500
997.0	464	2513	2501	2501
1030.0	463	2501	2502	2502
1204.0	463	2416	2503	2503
954.0	461	2531	2504	2504
930.0	460	2539	2505	2505
968.0	459	2524	2506	2506
937.0	458	2537	2507	2507
1151.0	457	2440	2508	2508
973.0	457	2523	2509	2509
848.0	457	2562	2510	2510
1148.0	455	2442	2511	2511
1042.0	454	2495	2512	2512
1064.0	453	2484	2513	2513
916.0	452	2545	2514	2514
1022.0	452	2503	2515	2515
1111.0	452	2457	2516	2516
1066.0	449	2483	2517	2517
959.0	449	2527	2518	2518
1067.0	447	2482	2519	2519
1037.0	445	2497	2520	2520
1268.0	444	2387	2521	2521
929.0	444	2540	2522	2522
943.0	443	2535	2523	2523
1048.0	437	2492	2524	2524
982.0	437	2517	2525	2525
979.0	436	2520	2526	2526
1009.0	435	2509	2527	2527
1102.0	434	2468	2528	2528
920.0	431	2542	2529	2529
947.0	431	2533	2530	2530
877.0	431	2554	2531	2531
1154.0	431	2438	2532	2532
904.0	430	2548	2533	2533
955.0	429	2529	2534	2534
955.0	427	2528	2535	2535
1011.0	427	2507	2536	2536
890.0	426	2552	2537	2537
1009.0	426	2510	2538	2538
812.0	426	2570	2539	2539
920.0	423	2543	2540	2540
1056.0	422	2486	2541	2541
935.0	420	2538	2542	2542
796.0	420	2578	2543	2543
963.0	418	2526	2544	2544
802.0	418	2577	2545	2545
1102.0	417	2467	2546	2546
868.0	417	2556	2547	2547
810.0	416	2572	2548	2548
875.0	415	2555	2549	2549
853.0	415	2561	2550	2550
845.0	414	2565	2551	2551
848.0	414	2563	2552	2552
878.0	412	2553	2553	2553
1173.0	407	2430	2554	2554
822.0	406	2569	2555	2555
865.0	404	2557	2556	2556
1032.0	402	2499	2557	2557
780.0	397	2585	2558	2558
848.0	397	2564	2559	2559
747.0	394	2595	2560	2560
999.0	394	2512	2561	2561
677.0	394	2616	2562	2562
778.0	392	2587	2563	2563
838.0	391	2566	2564	2564
863.0	390	2559	2565	2565
803.0	390	2576	2566	2566
791.0	389	2583	2567	2567
752.0	389	2593	2568	2568
768.0	388	2590	2569	2569
780.0	388	2586	2570	2570
897.0	388	2550	2571	2571
967.0	387	2525	2572	2572
794.0	387	2580	2573	2573
897.0	385	2549	2574	2574
712.0	384	2604	2575	2575
737.0	383	2599	2576	2576
805.0	382	2575	2577	2577
893.0	381	2551	2578	2578
859.0	381	2560	2579	2579
863.0	380	2558	2580	2580
837.0	380	2567	2581	2581
809.0	379	2573	2582	2582
683.0	378	2614	2583	2583
743.0	376	2597	2584	2584
701.0	374	2605	2585	2585
753.0	373	2592	2586	2586
716.0	371	2603	2587	2587
943.0	371	2534	2588	2588
691.0	370	2609	2589	2589
789.0	368	2584	2590	2590
685.0	367	2612	2591	2591
736.0	366	2600	2592	2592
726.0	366	2602	2593	2593
810.0	365	2571	2594	2594
699.0	365	2606	2595	2595
695.0	364	2607	2596	2596
738.0	364	2598	2597	2597
808.0	363	2574	2598	2598
776.0	362	2588	2599	2599
744.0	359	2596	2600	2600
979.0	359	2521	2601	2601
775.0	358	2589	2602	2602
1013.0	357	2506	2603	2603
750.0	356	2594	2604	2604
795.0	354	2579	2605	2605
829.0	354	2568	2606	2606
687.0	348	2611	2607	2607
756.0	348	2591	2608	2608
916.0	345	2544	2609	2609
688.0	342	2610	2610	2610
659.0	341	2620	2611	2611
684.0	341	2613	2612	2612
556.0	338	2638	2613	2613
648.0	337	2623	2614	2614
661.0	337	2619	2615	2615
581.0	336	2633	2616	2616
792.0	335	2582	2617	2617
611.0	334	2627	2618	2618
561.0	333	2637	2619	2619
732.0	331	2601	2620	2620
591.0	326	2631	2621	2621
692.0	325	2608	2622	2622
662.0	323	2618	2623	2623
942.0	321	2536	2624	2624
642.0	316	2624	2625	2625
562.0	314	2635	2626	2626
602.0	310	2629	2627	2627
586.0	307	2632	2628	2628
650.0	295	2622	2629	2629
627.0	285	2625	2630	2630
561.0	283	2636	2631	2631
623.0	278	2626	2632	2632
663.0	273	2617	2633	2633
652.0	270	2621	2634	2634
682.0	266	2615	2635	2635
609.0	246	2628	2636	2636
600.0	239	2630	2637	2637
575.0	212	2634	2638	2638
